customerID,loanId,appilcationDate,LoanNumber,LoanAmount,InterestRate,TermDays,repaymentDueDate,repaymentPaidDate
200263974,302975338905,2018-12-28,3,12500.0,20.0,30,2019-01-27,2019-01-09
569563950,302973301396,2018-12-27,3,12500.0,20.0,30,2019-01-26,2019-01-10
186677489,302946046703,2018-12-20,2,12500.0,20.0,30,2019-01-19,2019-01-16
403325960,302995758493,2019-01-03,3,12500.0,20.0,30,2019-02-02,2019-01-07
290362283,302941752483,2018-12-19,2,12500.0,20.0,30,2019-01-18,2018-12-21
423423880,302961774104,2018-12-24,7,20000.0,10.0,90,2019-03-23,2019-01-11
295216252,302984200585,2018-12-30,1,40500.0,12.0,120,2019-04-30,2019-01-04
188795955,302946032869,2018-12-20,2,30000.0,12.5,60,2019-02-19,2019-01-09
727837791,303024393054,2019-01-09,1,4000.0,30.0,30,2019-02-08,2019-01-11
145235052,303011552100,2019-01-06,4,8000.0,30.0,30,2019-02-05,2019-01-10
649576465,302966059977,2018-12-25,3,20000.0,20.0,60,2019-02-24,2019-01-08
957474880,302941611556,2018-12-19,3,20000.0,20.0,60,2019-02-18,2019-01-15
537580961,302956396370,2018-12-22,8,20000.0,20.0,60,2019-02-21,2019-01-17
119364125,302944804697,2018-12-19,2,20000.0,20.0,60,2019-02-18,2018-12-24
318590971,302971952131,2018-12-27,2,20000.0,20.0,60,2019-02-26,2019-01-15
263540349,302946916723,2018-12-20,2,20000.0,20.0,60,2019-02-19,2019-01-11
906107584,302959679274,2018-12-23,2,20000.0,20.0,60,2019-02-22,2019-01-14
867496972,303017276507,2019-01-08,2,20000.0,20.0,60,2019-03-07,2019-01-15
455212344,302960799924,2018-12-24,2,20000.0,20.0,60,2019-02-23,2018-12-28
958579308,303004539481,2019-01-04,2,20000.0,20.0,60,2019-03-03,2019-01-15
281227350,302945265296,2018-12-19,3,20000.0,20.0,60,2019-02-18,2019-01-15
084724483,303005246542,2019-01-05,2,20000.0,20.0,60,2019-03-04,2019-01-14
642676140,302918820902,2018-12-12,1,7000.0,27.0,45,2019-01-26,2018-12-24
214370444,302915594306,2018-12-12,1,7000.0,27.0,45,2019-01-26,2018-12-23
346380366,302930196386,2018-12-15,1,7000.0,27.0,45,2019-01-29,2019-01-17
835006351,302919966892,2018-12-13,1,7000.0,27.0,45,2019-01-27,2019-01-13
352015539,302963500984,2018-12-24,1,7000.0,27.0,45,2019-02-07,2019-01-15
909250151,303043353424,2019-01-15,3,5000.0,30.0,30,2019-02-14,2019-01-17
251292580,303026679722,2019-01-10,1,5000.0,30.0,30,2019-02-09,2019-01-13
070384745,302966588294,2018-12-25,1,10000.0,30.0,30,2019-01-24,2019-01-05
018430169,302964959945,2018-12-25,4,20000.0,15.0,60,2019-02-24,2019-01-11
417120772,302944542534,2018-12-19,18,30000.0,10.0,90,2019-03-18,2019-01-17
916630700,302954637999,2018-12-22,1,10000.0,30.0,30,2019-01-21,2019-01-06
640388539,302953969474,2018-12-21,1,10000.0,30.0,30,2019-01-20,2018-12-27
926353051,302986492755,2018-12-31,1,10000.0,30.0,30,2019-01-30,2019-01-12
779437911,302948027240,2018-12-20,1,10000.0,30.0,30,2019-01-19,2019-01-13
584254634,302998588290,2019-01-03,1,10000.0,30.0,30,2019-02-02,2019-01-11
561577441,302964472311,2018-12-24,1,10000.0,30.0,30,2019-01-23,2019-01-15
290120121,302942188996,2018-12-19,1,10000.0,30.0,30,2019-01-18,2019-01-15
677671086,302957458252,2018-12-22,3,10000.0,30.0,30,2019-01-21,2019-01-05
131274940,302944576397,2018-12-19,2,10000.0,30.0,30,2019-01-18,2019-01-09
254782785,303012724937,2019-01-07,2,10000.0,30.0,30,2019-02-06,2019-01-14
319084996,302959001659,2018-12-23,3,20000.0,15.0,60,2019-02-22,2019-01-16
422110109,302951040334,2018-12-21,2,10000.0,30.0,30,2019-01-20,2019-01-07
321548764,302971943967,2018-12-27,2,10000.0,30.0,30,2019-01-26,2019-01-04
625388830,302991732270,2019-01-02,2,10000.0,30.0,30,2019-02-01,2019-01-16
344366145,302944152649,2018-12-19,1,10000.0,30.0,30,2019-01-18,2018-12-24
050592939,302951458269,2018-12-21,2,10000.0,30.0,30,2019-01-20,2018-12-30
081878017,302972323543,2018-12-27,1,10000.0,30.0,30,2019-01-26,2019-01-14
354429842,302951039491,2018-12-21,1,10000.0,30.0,30,2019-01-20,2019-01-13
648942156,302944453792,2018-12-19,1,10000.0,30.0,30,2019-01-18,2019-01-15
806081871,302970253908,2018-12-27,7,10000.0,30.0,30,2019-01-26,2019-01-03
661195670,302994278487,2019-01-02,3,20000.0,15.0,60,2019-03-01,2019-01-16
166058507,302912715431,2018-12-11,1,10000.0,19.8,45,2019-01-25,2018-12-12
776397123,302963292676,2018-12-24,3,12000.0,20.0,60,2019-02-23,2018-12-26
811563814,302980414056,2018-12-29,5,7000.0,20.0,30,2019-01-28,2018-12-29
995292034,302965856045,2018-12-25,7,7000.0,20.0,30,2019-01-24,2019-01-02
496961867,302967087990,2018-12-25,6,7000.0,20.0,30,2019-01-24,2019-01-14
391695557,303038759402,2019-01-13,6,7000.0,20.0,30,2019-02-12,2019-01-14
401635385,302975768667,2018-12-28,7,7000.0,20.0,30,2019-01-27,2019-01-15
990270292,302980858606,2018-12-29,3,7000.0,20.0,30,2019-01-28,2019-01-04
854297585,302970899004,2018-12-27,6,30000.0,7.5,90,2019-03-26,2019-01-15
147167048,303012349157,2019-01-07,3,30000.0,12.5,60,2019-03-06,2019-01-12
949432867,302955054272,2018-12-22,24,83000.0,10.0,60,2019-02-21,2019-01-15
332107062,303008208534,2019-01-05,3,10000.0,20.0,30,2019-02-04,2019-01-14
547605847,302971481648,2018-12-27,2,10000.0,20.0,30,2019-01-26,2018-12-28
701138556,302952009970,2018-12-21,3,10000.0,20.0,30,2019-01-20,2018-12-27
747647878,302965636524,2018-12-25,3,10000.0,20.0,30,2019-01-24,2018-12-31
097535574,303022259381,2019-01-09,5,40000.0,10.0,60,2019-03-08,2019-01-17
181540554,302997798793,2019-01-03,5,3500.0,15.0,15,2019-01-18,2019-01-15
576922217,302997697614,2019-01-03,1,7000.0,15.0,15,2019-01-18,2019-01-11
861534190,302986766164,2018-12-31,13,7000.0,15.0,30,2019-01-30,2019-01-17
227290357,303002126783,2019-01-04,1,7000.0,15.0,15,2019-01-19,2019-01-09
133444346,303021954788,2019-01-09,4,7000.0,15.0,15,2019-01-24,2019-01-11
668930493,302963156703,2018-12-24,6,14000.0,15.0,30,2019-01-23,2018-12-24
460287568,302948342805,2018-12-20,1,10000.0,20.1,30,2019-01-19,2019-01-17
672209505,302995279959,2019-01-03,3,10000.0,15.0,15,2019-01-18,2019-01-11
715171135,302998892724,2019-01-03,2,10000.0,15.0,15,2019-01-18,2019-01-17
688797331,302952264665,2018-12-21,7,26500.0,10.0,90,2019-03-20,2019-01-13
484774356,302943412009,2018-12-19,3,10000.0,15.0,30,2019-01-18,2018-12-26
720838133,303003596162,2019-01-04,1,10000.0,15.0,15,2019-01-19,2019-01-14
595528374,303037122257,2019-01-13,1,10000.0,15.0,15,2019-01-28,2019-01-17
793634840,303000542007,2019-01-04,12,10000.0,15.0,15,2019-01-19,2019-01-06
082245705,302971229269,2018-12-27,7,10000.0,15.0,30,2019-01-26,2019-01-11
161632181,302997537692,2019-01-03,4,10000.0,15.0,15,2019-01-18,2019-01-06
022717537,302986056338,2018-12-31,8,10000.0,15.0,30,2019-01-30,2019-01-01
019523239,303001478744,2019-01-04,1,10000.0,15.0,15,2019-01-19,2019-01-17
822390534,303018848988,2019-01-08,1,10000.0,15.0,15,2019-01-23,2019-01-16
883996485,303032162614,2019-01-11,1,3000.0,30.0,30,2019-02-10,2019-01-15
970677277,303042079945,2019-01-14,1,3000.0,30.0,30,2019-02-13,2019-01-16
378980845,303042047576,2019-01-14,1,3000.0,30.0,30,2019-02-13,2019-01-15
417069224,303036253906,2019-01-13,1,3000.0,30.0,30,2019-02-12,2019-01-15
434522807,303021046415,2019-01-09,1,3000.0,30.0,30,2019-02-08,2019-01-11
296350216,303013631268,2019-01-07,1,3000.0,30.0,30,2019-02-06,2019-01-11
408359459,303004278957,2019-01-04,7,24000.0,15.0,60,2019-03-03,2019-01-11
134255479,303003759007,2019-01-04,1,12000.0,15.0,60,2019-03-03,2019-01-08
677904715,302956557033,2018-12-22,6,13000.0,20.0,30,2019-01-21,2018-12-26
768252741,302989481707,2019-01-01,5,13000.0,20.0,30,2019-01-31,2019-01-10
407771100,302958234875,2018-12-23,20,48000.0,15.0,60,2019-02-22,2019-01-15
645717943,302950926867,2018-12-21,3,15000.0,20.0,60,2019-02-20,2019-01-16
605986758,303016545435,2019-01-08,3,44500.0,5.0,180,2019-07-07,2019-01-11
014359574,302942244284,2018-12-19,3,16000.0,12.5,60,2019-02-18,2019-01-17
027395171,PP2946169406,2018-12-20,1,50000.0,6.0,90,2019-03-19,2018-12-25
659614068,302951533171,2018-12-21,5,49500.0,7.5,180,2019-06-20,2019-01-05
130582517,302974210741,2018-12-28,5,20000.0,12.5,90,2019-03-27,2018-12-29
163381010,302992187979,2019-01-02,4,32000.0,12.5,60,2019-03-01,2019-01-04
223606592,303007371759,2019-01-05,6,34500.0,12.5,90,2019-04-04,2019-01-11
525678519,303051344211,2019-01-16,2,5000.0,36.0,45,2019-03-02,2019-01-16
306448020,302948992799,2018-12-20,1,10000.0,36.0,45,2019-02-03,2018-12-24
338743564,302985978297,2018-12-31,1,10000.0,36.0,45,2019-02-14,2019-01-05
877725281,302985667532,2018-12-31,1,10000.0,36.0,45,2019-02-14,2019-01-16
974145900,302932755353,2018-12-16,1,10000.0,36.0,45,2019-01-30,2018-12-24
703939569,302955709115,2018-12-22,1,10000.0,36.0,45,2019-02-05,2019-01-07
106231838,302929071740,2018-12-15,1,10000.0,36.0,45,2019-01-29,2018-12-20
482349166,302944541879,2018-12-19,1,10000.0,36.0,45,2019-02-02,2019-01-11
831501996,302927686350,2018-12-14,1,10000.0,36.0,45,2019-01-28,2019-01-14
173242934,302956647067,2018-12-22,1,10000.0,36.0,45,2019-02-05,2019-01-17
485631936,303034414765,2019-01-12,1,10000.0,36.0,45,2019-02-26,2019-01-16
414875904,302985388890,2018-12-31,1,10000.0,36.0,45,2019-02-14,2019-01-03
922297391,303027791625,2019-01-10,1,10000.0,36.0,45,2019-02-24,2019-01-11
865199829,302926259218,2018-12-14,1,10000.0,36.0,45,2019-01-28,2018-12-28
041278018,302951601818,2018-12-21,1,10000.0,36.0,45,2019-02-04,2018-12-28
312081117,302966215745,2018-12-25,1,10000.0,36.0,45,2019-02-08,2018-12-28
856309722,302918012647,2018-12-12,1,10000.0,36.0,45,2019-01-26,2019-01-03
289931975,302926601256,2018-12-14,1,10000.0,36.0,45,2019-01-28,2019-01-10
020230294,302922102533,2018-12-13,1,10000.0,36.0,45,2019-01-27,2019-01-08
068717588,302962380918,2018-12-24,12,7500.0,20.0,30,2019-01-23,2019-01-16
741491337,302955971126,2018-12-22,5,33000.0,12.5,90,2019-03-21,2019-01-12
061340158,302962530465,2018-12-24,2,30000.0,10.0,60,2019-02-23,2019-01-08
630284783,302972469259,2018-12-27,4,30000.0,10.0,60,2019-02-26,2019-01-08
980496924,302960218713,2018-12-23,4,30000.0,10.0,60,2019-02-22,2019-01-02
679771050,302990665089,2019-01-01,3,30000.0,10.0,60,2019-02-28,2019-01-17
811187399,303024753824,2019-01-10,2,30000.0,10.0,60,2019-03-09,2019-01-12
336652624,302994887867,2019-01-02,5,17000.0,15.0,60,2019-03-02,2019-01-05
509179217,PP2974226046,2018-12-28,2,25500.0,6.0,90,2019-03-27,2019-01-06
649648748,302941313650,2018-12-18,1,7000.0,36.0,45,2019-02-01,2018-12-18
616511010,302948276436,2018-12-20,3,10500.0,20.0,30,2019-01-19,2019-01-15
737467943,302950487636,2018-12-21,1,30000.0,12.0,120,2019-04-20,2019-01-15
328354884,303002272760,2019-01-04,1,11000.0,15.0,15,2019-01-19,2019-01-16
198578303,302964929715,2018-12-25,3,25000.0,15.0,60,2019-02-24,2019-01-07
215022887,302942751460,2018-12-19,3,25000.0,15.0,60,2019-02-18,2019-01-15
177536254,302959738672,2018-12-23,3,25000.0,15.0,60,2019-02-22,2018-12-31
598198156,302990121366,2019-01-01,3,25000.0,15.0,60,2019-02-28,2019-01-05
936409283,302984640690,2018-12-31,4,25000.0,15.0,60,2019-02-28,2019-01-11
543523984,302966906735,2018-12-25,3,25000.0,15.0,60,2019-02-24,2019-01-08
261685411,302956044263,2018-12-22,5,150000.0,5.0,180,2019-06-21,2019-01-16
906599572,302942264217,2018-12-19,10,100000.0,5.0,180,2019-06-18,2019-01-10
530073424,302962521615,2018-12-24,3,7000.0,12.5,30,2019-01-23,2018-12-29
295549944,302949837104,2018-12-20,1,7000.0,30.0,30,2019-01-19,2018-12-29
758557738,302963817158,2018-12-24,4,56000.0,5.0,180,2019-06-23,2019-01-10
800489714,302962436131,2018-12-24,4,45000.0,10.0,90,2019-03-23,2019-01-16
184038584,302910269862,2018-12-11,1,10000.0,27.0,45,2019-01-25,2018-12-12
034723065,302942895073,2018-12-19,1,10000.0,27.0,45,2019-02-02,2018-12-20
891480762,302964968621,2018-12-25,1,10000.0,27.0,45,2019-02-08,2019-01-15
453703877,302905895238,2018-12-10,1,10000.0,27.0,45,2019-01-24,2018-12-14
132358584,302908074471,2018-12-10,1,10000.0,27.0,45,2019-01-24,2019-01-14
036932800,302972432686,2018-12-27,1,10000.0,27.0,45,2019-02-10,2019-01-13
019635549,302917664470,2018-12-12,1,10000.0,27.0,45,2019-01-26,2019-01-03
368195153,302913584188,2018-12-11,1,10000.0,27.0,45,2019-01-25,2018-12-18
602866956,302905080538,2018-12-10,1,10000.0,27.0,45,2019-01-24,2019-01-05
388018898,302964582236,2018-12-25,1,10000.0,27.0,45,2019-02-08,2018-12-30
224537432,302965518399,2018-12-25,14,61000.0,7.5,180,2019-06-24,2019-01-09
208599886,302980534437,2018-12-29,11,29000.0,20.0,60,2019-02-28,2019-01-09
779876788,302941745484,2018-12-19,11,18000.0,15.0,60,2019-02-18,2018-12-28
950972965,302981881135,2018-12-30,4,30000.0,12.5,90,2019-03-29,2019-01-17
205562758,302963308813,2018-12-24,2,30000.0,12.5,90,2019-03-23,2019-01-11
507499474,302943388045,2018-12-19,4,22000.0,12.5,60,2019-02-18,2019-01-17
398912118,302985632280,2018-12-31,4,30000.0,12.5,90,2019-03-30,2019-01-09
299340420,302969727919,2018-12-26,4,22000.0,15.0,60,2019-02-25,2019-01-15
384319885,302913031588,2018-12-11,1,9000.0,36.0,45,2019-01-25,2018-12-26
480020599,302913790959,2018-12-11,1,9000.0,36.0,45,2019-01-25,2019-01-10
809955622,302915342136,2018-12-12,1,9000.0,36.0,45,2019-01-26,2019-01-09
082418937,302983395636,2018-12-30,1,40000.0,12.0,120,2019-04-29,2019-01-17
862529106,303042290592,2019-01-14,3,18000.0,36.0,45,2019-02-28,2019-01-15
116521381,303031771400,2019-01-11,2,18000.0,36.0,45,2019-02-25,2019-01-16
804242944,302944687999,2018-12-19,5,8500.0,20.0,30,2019-01-18,2019-01-02
674284310,302949028176,2018-12-20,1,30000.0,9.0,120,2019-04-19,2018-12-23
407415399,302986284868,2018-12-31,26,34000.0,10.0,60,2019-02-28,2019-01-12
105408921,302953351310,2018-12-21,4,60000.0,7.5,90,2019-03-20,2019-01-17
478116134,302986850459,2018-12-31,6,66000.0,5.0,180,2019-06-30,2019-01-03
844074311,302948849199,2018-12-20,8,22000.0,15.0,60,2019-02-19,2019-01-16
150910550,302954940673,2018-12-22,2,22000.0,15.0,60,2019-02-21,2019-01-03
218427265,302948369620,2018-12-20,2,22000.0,15.0,60,2019-02-19,2019-01-15
910404278,302972353401,2018-12-27,3,22000.0,15.0,60,2019-02-26,2019-01-13
863358949,302947468054,2018-12-20,2,22000.0,15.0,60,2019-02-19,2018-12-22
350140551,302971743560,2018-12-27,2,22000.0,15.0,60,2019-02-26,2019-01-17
690719300,302962523923,2018-12-24,2,22000.0,15.0,60,2019-02-23,2019-01-11
379664155,302990031916,2019-01-01,2,22000.0,15.0,60,2019-02-28,2019-01-17
766720830,302981980183,2018-12-30,2,22000.0,15.0,60,2019-02-28,2019-01-14
949476279,302971022019,2018-12-27,2,22000.0,15.0,60,2019-02-26,2018-12-28
261127873,303053252822,2019-01-16,3,1500.0,15.0,15,2019-01-31,2019-01-16
668537292,303052383846,2019-01-16,1,1500.0,15.0,15,2019-01-31,2019-01-17
205732484,303051518868,2019-01-16,3,1500.0,15.0,15,2019-01-31,2019-01-16
398915765,303033449256,2019-01-12,1,3000.0,15.0,15,2019-01-27,2019-01-12
119992550,303049435581,2019-01-15,2,3000.0,15.0,15,2019-01-30,2019-01-17
540480049,303041773104,2019-01-14,2,3000.0,15.0,15,2019-01-29,2019-01-15
093302124,303052277037,2019-01-16,2,3000.0,15.0,15,2019-01-31,2019-01-17
639945193,303050065158,2019-01-15,2,3000.0,15.0,15,2019-01-30,2019-01-16
251240059,303017206278,2019-01-08,1,3000.0,15.0,15,2019-01-23,2019-01-13
347322052,303025495880,2019-01-10,1,3000.0,15.0,15,2019-01-25,2019-01-10
299189128,303028242264,2019-01-10,1,3000.0,15.0,15,2019-01-25,2019-01-14
806049100,303041229350,2019-01-14,2,3000.0,15.0,15,2019-01-29,2019-01-16
028172409,303043222083,2019-01-14,2,3000.0,15.0,15,2019-01-30,2019-01-16
848058684,303044730372,2019-01-15,2,3000.0,15.0,15,2019-01-30,2019-01-17
330339394,302999440248,2019-01-04,5,12000.0,15.0,30,2019-02-03,2019-01-11
756434895,303050075054,2019-01-15,1,2000.0,15.0,15,2019-01-30,2019-01-17
887089982,303019386533,2019-01-08,1,4000.0,15.0,15,2019-01-23,2019-01-16
089568666,303029338115,2019-01-11,7,4000.0,15.0,15,2019-01-26,2019-01-12
839538130,303003949449,2019-01-04,6,4000.0,15.0,15,2019-01-19,2019-01-16
831244758,302967040920,2018-12-25,3,16000.0,15.0,30,2019-01-24,2019-01-17
883846343,302965507362,2018-12-25,17,10000.0,12.5,30,2019-01-24,2018-12-25
986396048,303046596157,2019-01-15,9,10000.0,12.5,30,2019-02-14,2019-01-15
159789592,302969832910,2018-12-26,2,20000.0,12.5,30,2019-01-25,2019-01-04
087890191,302960198249,2018-12-23,1,10000.0,12.6,30,2019-01-22,2018-12-23
994299516,302951661230,2018-12-21,2,144000.0,7.5,180,2019-06-20,2019-01-14
597962950,302989336359,2019-01-01,4,48000.0,7.5,180,2019-06-30,2019-01-14
506446040,303007174745,2019-01-05,5,28500.0,12.5,60,2019-03-04,2019-01-09
462977643,302954693293,2018-12-22,4,30000.0,12.5,90,2019-03-21,2018-12-26
219872482,302947651089,2018-12-20,1,18500.0,20.1,60,2019-02-19,2019-01-16
252182066,302986219733,2018-12-31,1,18500.0,20.1,60,2019-02-28,2019-01-17
734843109,303005903881,2019-01-05,1,21000.0,9.9,90,2019-04-04,2019-01-09
499502826,302966376363,2018-12-25,5,14500.0,12.5,60,2019-02-24,2018-12-29
651826372,302969621982,2018-12-26,4,34500.0,12.5,90,2019-03-25,2018-12-27
576015623,302959219501,2018-12-23,4,37500.0,12.5,90,2019-03-22,2019-01-15
274516838,302982638060,2018-12-30,6,37500.0,12.5,90,2019-03-29,2019-01-04
720183453,302962920350,2018-12-24,8,59000.0,12.5,90,2019-03-23,2019-01-08
776776360,PP2951155075,2018-12-21,6,62500.0,6.0,90,2019-03-20,2019-01-08
214980746,302949209220,2018-12-20,3,20500.0,15.0,60,2019-02-19,2019-01-12
668181902,302946851915,2018-12-20,2,23000.0,12.5,60,2019-02-19,2018-12-31
791833451,303000707258,2019-01-04,2,23000.0,12.5,60,2019-03-03,2019-01-04
580559296,302944213741,2018-12-19,2,23000.0,12.5,60,2019-02-18,2019-01-16
996484488,302944030934,2018-12-19,2,23000.0,12.5,60,2019-02-18,2019-01-04
503933726,302948971105,2018-12-20,2,23000.0,12.5,60,2019-02-19,2019-01-11
656701354,302962318293,2018-12-24,7,36000.0,12.5,90,2019-03-23,2018-12-28
270655037,302941770088,2018-12-19,4,45000.0,7.5,180,2019-06-18,2019-01-14
975693274,302991383982,2019-01-02,1,40500.0,12.0,120,2019-05-02,2019-01-03
053069742,303021415601,2019-01-09,1,40500.0,12.0,120,2019-05-08,2019-01-09
398717226,302999824068,2019-01-04,1,40500.0,12.0,120,2019-05-03,2019-01-04
888520010,302958616201,2018-12-23,2,30000.0,12.5,60,2019-02-22,2019-01-11
210293202,302989099820,2019-01-01,5,30000.0,12.5,60,2019-02-28,2019-01-11
234846952,302952511627,2018-12-21,2,22000.0,7.5,90,2019-03-20,2018-12-27
560137064,302962698064,2018-12-24,8,9500.0,15.0,30,2019-01-23,2019-01-16
491729006,302997558528,2019-01-03,7,9500.0,15.0,30,2019-02-02,2019-01-15
833657567,302979093769,2018-12-29,2,25000.0,15.0,60,2019-02-28,2018-12-29
230082370,302946479870,2018-12-20,12,14500.0,15.0,60,2019-02-19,2019-01-16
999996261,302979996207,2018-12-29,3,14500.0,15.0,60,2019-02-28,2019-01-11
248270781,302966515561,2018-12-25,4,14500.0,15.0,60,2019-02-24,2019-01-16
587751420,302955762895,2018-12-22,2,14500.0,15.0,60,2019-02-21,2019-01-04
650949033,302961705620,2018-12-24,1,7000.0,20.1,30,2019-01-23,2019-01-10
583762681,302950897904,2018-12-21,2,7000.0,20.1,30,2019-01-20,2018-12-30
247393684,302947058120,2018-12-20,1,7000.0,20.1,30,2019-01-19,2018-12-27
776053836,303016594017,2019-01-08,2,15000.0,12.6,30,2019-02-07,2019-01-10
349765210,302973534964,2018-12-27,1,15000.0,12.6,30,2019-01-26,2019-01-10
634314287,302958213262,2018-12-23,2,15000.0,12.6,30,2019-01-22,2019-01-11
597962950,302953957399,2018-12-21,3,22000.0,12.5,90,2019-03-20,2019-01-01
097406230,303019879787,2019-01-08,4,45000.0,10.0,90,2019-04-07,2019-01-10
880573892,302941517464,2018-12-19,4,45000.0,10.0,90,2019-03-18,2019-01-16
580159581,303033845486,2019-01-12,2,10500.0,15.0,15,2019-01-27,2019-01-12
132915741,302943406302,2018-12-19,6,39500.0,10.0,90,2019-03-18,2019-01-07
965021101,302960056360,2018-12-23,1,11000.0,20.1,30,2019-01-22,2018-12-29
640671445,302993167103,2019-01-02,1,11000.0,20.1,30,2019-02-01,2019-01-17
940922740,302967065632,2018-12-25,1,11000.0,20.1,30,2019-01-24,2019-01-04
643625688,302954929931,2018-12-22,1,11000.0,20.1,30,2019-01-21,2019-01-10
518534979,302980186805,2018-12-29,1,11000.0,20.1,30,2019-01-28,2019-01-11
765326290,303002732880,2019-01-04,1,11000.0,20.1,30,2019-02-03,2019-01-08
810850343,303007566214,2019-01-05,1,11000.0,20.1,30,2019-02-04,2019-01-16
380878564,302970898174,2018-12-27,1,11000.0,20.1,30,2019-01-26,2019-01-15
712195266,302968394730,2018-12-26,3,11000.0,20.1,30,2019-01-25,2019-01-16
